CF

コード,年度,営業CF,投資CF,財務CF,設備投資,現金同等物,営業CFマージン
3771,2025/03,2056000000,-1139000000,-1035000000,-1194893000,8203626000,7.93
3772,2025/03,-3078000000,-3852000000,1924000000,-572300000,8917584000,-16.81
3773,2025/03,1432000000,-1069000000,-1209000000,-776081000,4105900000,21.49
3774,2025/03,28528000000,-21749000000,-19667000000,-11904000000,32534000000,9
3775,2024/12,390884000,-195748000,24694000,-11692000,856252000,11.6
3776,2024/12,2761918000,-585807000,-737455000,-437000000,7585914000,20.58
3777,2024/12,-93062000,-31038000,23186000,-28230000,1041117000,-0.54
3778,2025/03,5787000000,-8323000000,26763000000,-18553763000,29489223000,18.42
3779,2025/03,13377000,355983000,99388000,-33211000,1171661000,1.01
3782,2023/12,-146176000,216392000,-,-12216000,1241270000,-15.48
3784,2023/12,2701000000,-446000000,-899000000,-354866000,9597712000,8.02
3787,2025/03,-202000000,0,-,-2957000,637706000,-48.56
3788,2024/12,2807801000,-1604255000,280794000,-1736693000,8449291000,14.65
3791,2024/05,3056010000,-1284910000,-146997000,-1158083000,7746825000,25.81
3793,2025/03,634000000,-899000000,-1739000000,-1790630000,3928774000,5.01
3796,2025/03,316000000,-676000000,-34000000,-675143000,345549000,10.44
3798,2025/03,1587000000,-222000000,-249000000,-90000000,7137000000,12.02
3799,2025/03,-333355000,398222000,-166053000,-346127000,1863790000,-1.58
3800,2025/03,429108000,-123657000,-522743000,-197090000,8801930000,3.67
3802,2025/03,149000000,-116000000,-170000000,-124210000,1350918000,7.02
3803,2025/03,-7531000,-17691000,-62497000,-5824000,279766000,-1.17
3804,2024/10,1503539000,-398544000,-266738000,-17341000,2025737000,32.46
3807,2024/12,-39918000,90361000,-102038000,-36925000,167197000,-4.6
3808,2024/06,-367634000,-1309000,486511000,0,273052000,-240.63
3810,2024/05,-1442000000,-60000000,82000000,-10000000,822000000,-48.29
3814,2024/09,446687000,-196853000,-164842000,-210993000,196680000,26.91
3815,2024/08,44172000,-238766000,127507000,-177408000,1960337000,2.19
3816,2024/07,593374000,79117000,-76090000,-24305000,3675434000,18.03
3817,2025/03,5778000000,-264000000,-1907000000,-267000000,19738000000,11.19
3823,2024/08,-54453000,-772046000,902012000,-756997000,595684000,-7.28
3824,2024/05,53815000,-26715000,-18720000,-20441000,372836000,2.93
3825,2025/03,-7967000000,-742000000,236000000,-330000000,5103000000,-37.71
3826,2025/02,-346000000,-84000000,-131000000,-210266000,2459289000,-7.26
3830,2024/04,2360683000,-1009074000,-1348347000,-1000814000,4645481000,10.89
3834,2025/03,2462000000,-563000000,-1247000000,-1691000000,4161000000,18.83
3835,2025/03,1166000000,87000000,-837000000,-103453000,5421243000,21.32
3836,2024/06,3680627000,-630871000,-1981911000,-360000000,11976585000,15.07
3837,2025/03,1027942000,-202558000,-1697786000,-137812000,2887453000,6.65
3839,2025/03,1000000000,-704000000,121000000,-439914000,3123321000,15.45
3840,2025/03,-538514000,-525282000,914000000,-522897000,154663000,-23.9
3841,2025/03,137000000,13000000,-153000000,-18922000,2545775000,6.64
3842,2025/03,852000000,-265000000,-39000000,-265298000,1809821000,23.54
3843,2024/04,4225973000,-1085370000,-2720485000,-1709422000,18722373000,7.97
3844,2025/03,3194000000,-923000000,-1512000000,-909000000,12881000000,8.79
3845,2025/03,26000000,-39000000,299000000,-9370000,1003616000,1.3
3847,2025/03,663149000,-254160000,-368650000,-243195000,2783851000,5.84
3848,2025/03,103000000,-261000000,-162000000,-40636000,3828094000,3.95
3849,2025/03,-25462000,-106865000,-25613000,-14346000,602471000,-4
3850,2025/03,1393000000,-1200000000,-215000000,-1182875000,2251547000,11.78
3851,2025/03,404148000,-683424000,471209000,-229890000,4746939000,7.63
3853,2025/03,829334000,771600000,-517294000,-12416000,2814062000,26.15
3854,2024/07,2637990000,-712690000,-901934000,-609256000,6663216000,15.07
3856,2025/03,-10361000000,-2620000000,4128000000,-4142000000,25924000000,-14.31
3857,2024/03,2177000000,-708000000,-2134000000,-670000000,5494909000,4.4
3858,2025/03,140580000,20454000,-220915000,-39396000,1341054000,3.4
3861,2025/03,94420000000,-154911000000,60969000000,-,65508000000,5.11
3863,2025/03,72790000000,-33435000000,-18274000000,-,185941000000,6.16
3864,2025/03,4854000000,4797000000,-13402000000,-,6239000000,2.76
3865,2025/03,40932000000,-18816000000,-19121000000,-17653000000,25148000000,13.39
3877,2025/03,10360000000,-6013000000,-6012000000,-6356000000,9005000000,9.33
3878,2025/03,1799000000,-2758000000,500000000,-2669000000,4853000000,5.22
3880,2025/03,44649000000,-20901000000,-35486000000,-33214000000,112872000000,6.67
3891,2025/03,3801000000,-3401000000,-637000000,-5968590000,4126719000,23.71
3892,2024/05,1924084000,-185502000,-107362000,-370000000,6595329000,16.71
3895,2025/03,52404000,-487760000,-675512000,-527906000,799509000,0.39
3896,2025/03,160868000,-5179646000,4823633000,-5170658000,739355000,0.94
3900,2024/09,1680811000,-2440683000,960626000,-973000,6114835000,9.82
3901,2024/12,1540774000,-564328000,-473150000,-634000000,6060545000,27.7
3902,2024/12,-877849000,-592972000,-399985000,-129805000,1347266000,-14.86
3903,2024/04,-5147137000,152266000,-898937000,-1343610000,4778622000,-42.66
3904,2024/12,-219661000,-953565000,930464000,-222616000,4780097000,-1.31
3905,2025/03,-83408000,-1192735000,163550000,-1021578000,505038000,-2.84
3907,2024/11,92000000,-82000000,-276000000,-89000000,1236000000,2.08
3908,2025/03,208583000,31295000,-111096000,-44343000,1307016000,10.94
3909,2024/12,-672970000,-193353000,811202000,-304576000,1233814000,-10.83
3910,2025/03,276000000,-234000000,-147000000,-234521000,606324000,8.39
3911,2024/12,-964380000,-215486000,1181848000,-346752000,2867502000,-5.64
3912,2024/12,658572000,-29358000,-313077000,0,3111756000,19.85
3913,2024/12,121292000,-22220000,43654000,-5546000,932347000,15.04
3914,2024/12,618820000,-540548000,410206000,-575897000,1987268000,17.82
3915,2025/02,1558000000,-1008000000,345000000,-898590000,6512437000,6.31
3916,2024/06,1741683000,-595613000,-804712000,-125372000,4506944000,8.76
3917,2025/03,53000000,-581000000,395000000,-502122000,2738928000,0.79
3918,2025/03,641176000,14417000,-537492000,-36201000,4073031000,4.83
3920,2024/09,354419000,164523000,-165963000,-49399000,1974717000,16.22
3921,2025/01,2061766000,-452864000,-1488279000,-313695000,5379660000,28.39
3922,2025/02,1370530000,-312361000,10299000,-274739000,5605260000,17.13
3923,2025/03,9006000000,-3465000000,-1180000000,-1361000000,11366000000,18.42
3924,2025/03,829675000,-9289000,-771943000,-,3616429000,6.04
3925,2025/03,1994000000,-138000000,-970000000,-242370000,5346541000,24.93
3926,2025/03,-4000000,-413000000,-21000,-19555000,2207825000,-0.17
3927,2025/03,-14285000,-147977000,281236000,-12562000,1522935000,-0.33
3928,2024/12,329001000,-190061000,719999000,-202600000,2389452000,3.72
3929,2025/03,158000000,-188000000,1098000000,-244678000,1411601000,5.44
3930,2024/07,147015000,-106157000,1548000,-250518000,1443903000,4.44
3931,2025/01,-33056000,-80680000,-266771000,-25372000,847242000,-0.8
3932,2025/03,3639000000,-1240000000,-2137000000,-345000000,31062000000,15.39
3933,2025/03,-194434000,-902695000,970895000,-216781000,3125853000,-2.82
3934,2025/03,1209481000,-102408000,-9580000,-101583000,4229274000,9.49
3935,2025/02,246000000,-5000000,112000000,-23080000,1767477000,6.82
3936,2025/03,-542777000,23797000,191431000,-205000,653996000,-17.67
3937,2025/03,930000000,18000000,-126000000,-48672000,4860000000,14.67
3939,2024/09,1514066000,-343844000,-613676000,-353843000,3430050000,30.24
3940,2024/12,420117000,-8889000,-222964000,-7964000,2854150000,12.83
3941,2025/03,77008000000,-97283000000,-14485000000,-98308000000,70551000000,7.75
3943,2025/03,2160000000,-1774000000,-388000000,-1766000000,7311000000,9.2
3944,2024/12,392755000,-1024077000,608606000,-1032000000,1910609000,2.17
3945,2025/03,801000000,239000000,-763000000,-,2780000000,2.9
3946,2025/03,18142000000,-8262000000,-7054000000,-10388000000,20869000000,8.26
3947,2024/12,1074889000,-4042156000,687219000,-2421000000,3921357000,1.72
3948,2024/12,224513000,32735000,-430767000,-99946000,3810363000,2.84
3950,2024/12,7101000000,-5436000000,-3041000000,-6123000000,16656000000,7
3951,2025/03,4530605000,-3545753000,-46839000,-,9978235000,10.31
3952,2025/03,206000000,-358000000,-298000000,-372912000,7996819000,1.73
3953,2025/03,-148000000,-82000000,-157000000,-84660000,2526052000,-2.49
3954,2025/03,1974016000,-2287115000,-326972000,-1036355000,7579493000,8.47
3955,2025/01,1707000000,-3030000000,1053000000,-1863000000,2779000000,8.17
3958,2024/06,229887000,-371511000,-86713000,-224000000,1742918000,1.77
3961,2024/12,102736000,-25029000,4940000,-10461000,1179431000,8.36
3962,2025/03,7836000000,-14081000000,1324000000,-184000000,30185000000,16.89
3963,2025/03,439000000,-10000000,374000000,-2258000,4947696000,11.11
3964,2024/12,4853087000,-3474126000,-4066051000,-1422366000,16980692000,8.68
3965,2024/09,-283411000,-178018000,11153000,-146095000,1415878000,-3.47
3967,2025/02,587694000,-570563000,938547000,-502762000,2511838000,8.03
3968,2024/12,1755263000,-991284000,-335038000,-170581000,4066365000,9.38
3969,2025/03,1148000000,-454000000,-217000000,-454458000,4991470000,41.5
3970,2025/03,73000000,-1699000000,1922000000,-110288000,3576474000,1.37
3974,2024/10,230288000,-112998000,-67916000,-108294000,1258499000,8.87
3976,2024/10,226621000,-160536000,295037000,-117107000,763133000,7.07
3977,2025/02,30000000,-28000000,165000000,-16595000,368045000,1.99
3978,2024/06,8313000000,-1952000000,-14292000000,-1345000000,10398000000,18.95
3979,2025/03,651913000,-553082000,-283597000,-516038000,3405101000,9.73
3981,2024/12,2341510000,-245001000,-1803281000,-179339000,5118725000,12.69
3983,2024/12,2490780000,-163780000,-1183789000,-114472000,9903123000,31.53
3984,2024/06,1545204000,-198800000,-36679000,-16851000,7676580000,39.54
3985,2024/09,29576000,-117791000,-201912000,-117791000,910419000,1.62
3986,2024/06,239850000,-38926000,-18217000,-63101000,1854853000,17.24
3987,2024/08,11431000,-163366000,148530000,-285286000,582791000,0.42
3988,2024/07,721019000,-246021000,-469354000,-124770000,3372130000,5.82
3989,2024/09,2271430000,-14166000,572000,-13653000,4109602000,30.27
3990,2024/09,890934000,1158149000,-390855000,-92663000,5890103000,3.23
3991,2024/08,1023819000,-15810000,-189242000,-16654000,4521960000,21.68
3992,2024/09,447464000,-294878000,-477802000,-53638000,2097994000,4.69
3993,2024/09,3013338000,-3077715000,37857000,-826807000,15265932000,17.84
3994,2024/11,-4761435000,-9505087000,20346815000,-6581000000,45211947000,-11.8
3995,2024/01,207000000,47000000,67000000,-13296000,2724509000,7.52
3996,2025/02,316000000,-16000000,27000000,-4454000,1708261000,10.45
3997,2024/12,278455000,-397299000,307939000,-157329000,780141000,6.06
3998,2024/12,372846000,-414898000,-51685000,-734652000,1061132000,19.14
4004,2024/12,163653000000,-52306000000,-20468000000,-102033000000,294656000000,11.76
4005,2024/03,-51317000000,-112240000000,49246000000,-158405000000,217449000000,-2.1
4006,2023/03,-2935000000,-8133000000,5356000000,-8644000000,34283000000,-2.03
4008,2025/03,13681000000,-20915000000,3186000000,-21079000000,16099000000,9.27
4011,2024/12,144409000,-210970000,10250000,-26282000,843233000,4.97
4012,2024/12,556818000,34959000,-37221000,-4951000,3023036000,7.49
4013,2024/12,1155816000,-957613000,-439659000,-233537000,4231349000,26.41
4014,2024/07,-107369000,-3000000,-92800000,-3000000,483476000,-4.89
4015,2024/08,1164007000,-19766000,121069000,-161165000,3228269000,16.98
4016,2024/11,354775000,-70768000,-62999000,-67744000,985487000,6.77
4017,2025/02,22000000,-23000000,-190000000,-711000,2440000000,0.88
4018,2024/06,66128000,-2599000,-6634000,-2158000,614304000,9.22
4019,2024/12,391850000,-310597000,-37149000,-48011000,1087780000,14.55
4020,2024/12,141487000,-96264000,-15814000,-70630000,597895000,12.24
4021,2025/03,59178000000,-17612000000,-35650000000,-17606000000,27454000000,23.54
4022,2025/03,5038000000,-1829000000,-1641000000,-1872000000,5054000000,11.09
4023,2025/03,29525000000,-39436000000,8437000000,-,21500000000,18.22
4025,2024/12,4343000000,-1613000000,-352000000,-1878000000,7458000000,11.16
4026,2024/04,3342000000,-5641000000,1325000000,-3846000000,1174000000,12.87
4027,2025/03,5056000000,-7077000000,1678000000,-7334000000,14013000000,9.07
4028,2025/03,18332000000,-11412000000,-2337000000,-,24948000000,12.63
4031,2025/03,152000000,-2485000000,2107000000,-2461000000,2051000000,0.37
4040,2025/03,181000000,-490000000,243000000,-2043000000,1703000000,0.87
4041,2024/03,5729000000,-9594000000,6694000000,-7484000000,22187000000,3.71
4042,2025/03,106244000000,-81574000000,-37925000000,-,138849000000,9.99
4043,2025/03,52368000000,-23478000000,-1106000000,-22598000000,74926000000,15.26
4044,2025/03,23587000000,-4244000000,-17567000000,-5593000000,22040000000,16.35
4045,2024/12,20183000000,-13594000000,-14507000000,-26931000000,40433000000,12.04
4046,2025/03,17049000000,-8135000000,-4221000000,-7561000000,43314000000,17.68
4047,2025/03,13085000000,-14081000000,-4722000000,-15533000000,20098000000,20.99
4051,2024/09,1712139000,-719173000,63809000,-676559000,5060458000,9.15
4052,2024/06,-18776000,-9273000,186854000,-9273000,578443000,-3.8
4053,2024/12,1010000000,-260000000,720000000,-92000000,6217000000,7.44
4054,2024/06,640722000,-540204000,-267788000,-50536000,787446000,14.44
4055,2024/09,363886000,-21592000,-49601000,-1119000,2013957000,12.21
4056,2024/12,194597000,4833000,-344241000,-4769000,659142000,5.46
4057,2024/05,50278000,-144513000,98726000,-154762000,306424000,1.94
4058,2024/12,1337000000,-70000000,-107000000,-83000000,4196000000,42.5
4059,2024/09,8203000,-10790000,-,-10790000,830269000,1.8
4060,2024/12,463423000,-70781000,-3701000,-65421000,2233248000,32.11
4061,2025/03,18620000000,-59586000000,40118000000,-59830000000,37002000000,4.65
4062,2025/03,118895000000,-164182000000,-7113000000,-198524000000,390656000000,32.18
4063,2025/03,881934000000,-142553000000,-454905000000,-442837000000,882736000000,34.43
4064,2025/03,4105000000,-1212000000,-2543000000,-993000000,13063000000,8.42
4068,2024/06,38956000,-317271000,187498000,-41239000,970857000,0.57
4069,2025/03,-348000000,-88000000,-84000000,-7810000,1706176000,-14.81
4070,2023/03,340058000,37409000,-,-3789000,6544642000,4.15
4071,2024/09,3318821000,-950668000,-456438000,-146585000,10189718000,23.85
4072,2024/12,3021000000,239000000,-765000000,-622000000,15324000000,4.93
4073,2024/06,63492000,-190773000,101943000,-321290000,699840000,3.65
4074,2024/12,1131982000,-562764000,-738668000,-558177000,2547558000,14.21
4075,2024/07,230089000,-238359000,11190000,-238139000,1309861000,22.9
4076,2024/05,564567000,-80653000,-133523000,-11027000,2933565000,8.48
4078,2025/03,12005000000,-5714000000,-6879000000,-6948000000,16153000000,14.22
4080,2025/03,274000000,-416000000,-2275000000,-1697000000,4894000000,0.75
4082,2025/03,3498000000,-551000000,-3525000000,-1625000000,8920000000,10.4
4088,2025/03,93236000000,-62166000000,-27335000000,-67479000000,70609000000,8.67
4091,2025/03,235147000000,-142926000000,-73287000000,-146825000000,144528000000,17.98
4092,2025/03,6367000000,-5070000000,-2419000000,-4937000000,7628000000,16.39
4093,2025/03,2231696000,-993794000,-730625000,-777474000,9495192000,6.41
4094,2025/03,3304828000,-11450987000,-1270090000,-1647771000,10218395000,12.99
4095,2025/03,12010000000,-16283000000,-15227000000,-13378000000,52097000000,9.08
4097,2025/03,6421000000,-5086000000,-1093000000,-4165000000,28760000000,6.49
4098,2025/03,817000000,132000000,-909000000,-185000000,825000000,10.48
4099,2024/12,9021000000,-15550000000,-3717000000,-4656000000,33739000000,12.98
4100,2025/03,3820000000,-1890000000,-2131000000,-3036000000,7837000000,12.06
4102,2025/03,246000000,-1173000000,116000000,-866847000,1670889000,1.92
4107,2024/12,3456000000,-1780000000,-1767000000,-2855000000,5688000000,10.38
4109,2025/03,7115000000,-4324000000,-2828000000,-4169000000,16203000000,19.61
4112,2025/03,5669000000,-6548000000,-1882000000,-,7602000000,11.67
4113,2024/03,3628000000,-1142000000,-2390000000,-1226000000,972000000,12.71
4114,2025/03,46974000000,-30506000000,-16780000000,-33920000000,54565000000,11.48
4116,2025/03,4165000000,1415000000,-7000000000,-5669000000,21696000000,3.34
4118,2025/03,41252000000,-55038000000,14453000000,-55981000000,44631000000,5.11
4119,2025/03,-61284000,-274054000,743165000,-1314126000,3840963000,-0.16
4120,2025/03,71851000,-543508000,149690000,-469195000,409418000,1.09
4124,2024/09,51875000,-67580000,-36193000,-48337000,762303000,5.25
4125,2025/03,1671379000,-2495375000,-293180000,-2430991000,1626575000,10.42
4151,2024/12,67884000000,-142387000000,-84697000000,-29463000000,244681000000,13.7
4165,2024/09,900478000,-49686000,66773000,-57617000,4744925000,8.19
4166,2024/12,-198732000,-2061000,-5677000,-2061000,734621000,-27.07
4167,2025/03,409000000,-308000000,-22000000,-305554000,1394162000,20.38
4168,2024/12,366697000,-487411000,572848000,-14838000,1959803000,6.65
4169,2025/03,220927000,-3397103000,5283334000,-4884955000,4263507000,3.29
4170,2024/12,216621000,-129457000,110939000,-49101000,1923775000,4.79
4171,2024/12,396520000,-811031000,-152984000,-11010000,1869696000,14.42
4172,2024/09,504437000,186013000,-178243000,-12179000,1605117000,23.86
4173,2025/02,159000000,-313000000,-56000000,-101148000,1251670000,8.6
4174,2025/01,10127000,-160987000,702647000,-185370000,2293950000,0.11
4175,2025/01,-413000000,-1411000000,96000000,-46092000,3357555000,-6.35
4176,2024/08,618444000,-1336546000,1629693000,-8071000,3905323000,9.39
4177,2025/03,819000000,-352000000,-122000000,-332283000,2509422000,16.11
4178,2024/12,267565000,-4413000,1740000,-5309000,1088590000,5.18
4179,2025/03,-233000000,-,329000000,0,414263000,-33.72
4180,2024/12,1929000000,-2241000000,-792000000,-74000000,5496000000,5.66
