財務

コード,年度,総資産,純資産,株主資本,利益剰余金,短期借入金,長期借入金,BPS,自己資本比率
7461,2025/03,31388000000,19094000000,15760167000,14265433000,3998200000,2542500000,1096.3,51.8
7462,2025/03,2888000000,1524000000,1159490000,881868000,600000000,259165000,422.93,52.7
7463,2025/03,80292000000,53863000000,53374544000,46691520000,-,18398563000,1516.33,67.1
7464,2025/03,12422000000,7225000000,8121367000,6622701000,1601000000,672800000,4069.66,58.2
7466,2025/03,44172000000,27062000000,25695389000,24162880000,555221000,4571319000,2669.03,61
7467,2025/03,130161000000,52978000000,48514000000,36074000000,8681000000,18665000000,5099.17,39
7472,2025/03,30728000000,20982000000,19396426000,18924583000,-,-,5304.55,68.2
7475,2025/03,52890000000,32322000000,32047000000,23174000000,-,4650000000,3768.65,61.1
7476,2025/03,100140000000,66709000000,63220000000,64635000000,2435000000,4752000000,929.47,66.5
7477,2025/03,3953000000,2691000000,2647939000,696522000,-,-,1895.7,68.1
7480,2025/03,29104000000,18694000000,18553264000,15651568000,-,201000000,1332.54,64.2
7481,2025/03,37597000000,14476000000,13932000000,12882000000,50000000,62000000,1746.58,38.5
7482,2025/03,41843000000,35178000000,40931000000,38564000000,-,78000000,1502.9,83.9
7483,2025/03,102066000000,89239000000,86560000000,78661000000,-,-,2495.5,85.8
7485,2025/02,861185000000,402679000000,253309000000,236895000000,150744000000,40838000000,19934.77,44.5
7486,2025/03,29069000000,20898000000,18849000000,16133000000,2605000000,291000000,1708.08,71.9
7487,2024/05,24736820000,18203387000,14562835000,11883030000,1270000000,800000000,2158.34,73.3
7488,2024/04,18484501000,14120850000,13247282000,11817768000,-,-,2544.75,72.2
7490,2025/03,40373000000,23595000000,18399765000,12177653000,2122776000,7511634000,3493.21,57.8
7494,2024/09,44458000000,16234000000,13841000000,-1778000000,7455000000,6885000000,484.19,36.5
7500,2024/06,31587657000,18275233000,15425554000,14106157000,-,-,5402.83,57.9
7501,2024/11,5536524000,4526280000,4532546000,95905000,-,-,1827.68,81.8
7502,2025/03,11624000000,2220000000,2208419000,1681542000,3419425000,3028351000,957.35,19.1
7504,2025/03,61175000000,39769000000,38967686000,36466996000,-,-,2043.34,65
7505,2024/09,29674533000,12528128000,10378646000,8713647000,-,-,2163.34,42.2
7506,2025/03,8332000000,5652000000,5636043000,3419864000,-,-,1202.05,67.8
7508,2025/03,70693000000,32574000000,32964000000,29012000000,9360000000,4650000000,745.38,46.1
7509,2025/03,28133000000,15711000000,15538735000,13067085000,2280383000,2116321000,10701.7,55.2
7510,2025/03,63692000000,40846000000,36399000000,28868000000,1395000000,100000000,2550.42,64.1
7512,2025/02,187262000000,73063000000,72974000000,43244000000,16000000000,22600000000,523.85,39
7513,2024/08,114660000000,66479000000,66359000000,25226000000,-,3633000000,861.85,57.9
7514,2024/08,34743000000,16478000000,16232000000,9692000000,-,2450000000,1337.59,47.4
7515,2025/02,16199000000,3232000000,3009713000,1414553000,1080000000,4540210000,3205.71,18.5
7516,2025/02,479006000000,165792000000,164722000000,152173000000,17100000000,118774000000,5781.88,34.6
7518,2024/03,164909000000,76814000000,76414000000,47312000000,-,-,967.01,46.5
7520,2025/02,57703000000,26864000000,27779000000,21671000000,-,7235000000,2395.13,46.6
7521,2025/03,49811000000,33965000000,31793000000,30434000000,3516000000,-,4984.33,68.2
7522,2025/03,71491000000,27134000000,20186000000,3242000000,6560000000,21000000000,668.77,37.5
7523,2025/03,34773000000,15315000000,15321399000,11537393000,7618893000,2539490000,1681.75,44
7524,2025/03,3426000000,410000000,392848000,46667000,1612006000,356501000,51.08,12
7525,2025/03,43813000000,26053000000,23716294000,22376851000,1410672000,205600000,3148.56,58.2
7527,2024/09,5260766000,4367859000,4325211000,-915917000,-,-,51.13,82.4
7531,2024/12,37443704000,15924238000,14671386000,13296333000,300000000,-,3991.22,41.9
7532,2024/06,1498410000000,547003000000,519778000000,559538000000,-,224657000000,898.72,35.8
7533,2024/04,25452812000,11065253000,10735608000,9322340000,-,5931676000,1249.83,43.3
7537,2025/03,144765000000,60499000000,49459000000,38479000000,46360000000,4000000000,2083.48,37.7
7538,2025/03,24840000000,11457000000,9145000000,6343000000,1350000000,600000000,845.32,46.1
7539,2024/09,44961550000,24863332000,24193002000,21969467000,230955000,116250000,1074.87,55.3
7544,2025/02,5113000000,4440000000,3843000000,-1984000000,-,-,508.16,75.3
7545,2025/02,148947000000,91269000000,89370000000,95394000000,-,-,1513.28,61
7550,2025/03,813109000000,240371000000,220983000000,113097000000,6857000000,227923000000,1532.33,29.5
7551,2025/03,25871000000,18817000000,16790990000,15140108000,133440000,1188240000,1066.86,66.1
7552,2025/03,121452000000,55672000000,50212000000,47103000000,-,-,2518.45,45.5
7554,2025/03,12494000000,5992000000,5955788000,-1732285000,1100000000,108410000,312.28,47.8
7555,2025/03,8386000000,5201000000,5201023000,4597196000,-,118260000,1022.28,62
7559,2025/03,19828000000,17218000000,17146504000,12858835000,-,-,3114.26,86.8
7561,2025/03,73427000000,24662000000,24475000000,18916000000,4233000000,26484000000,1333.13,33.6
7562,2025/03,24253000000,7427000000,7362492000,2418618000,1934000000,7401769000,3216.36,30.6
7564,2025/03,162231000000,135302000000,135781000000,132884000000,1350000000,-,1657.92,83.4
7565,2025/03,20402000000,11730000000,11061303000,9234476000,300000000,-,7224.09,57.5
7567,2025/03,6692000000,4473000000,4069827000,3202240000,500000000,-,880.92,66.9
7570,2025/03,85500000000,32317000000,28621000000,29195000000,8670000000,4732000000,1661.65,37.7
7571,2025/03,7956000000,1327000000,1320057000,1223180000,1040000000,1299457000,38.06,16.7
7575,2025/03,75123000000,59914000000,58675000000,53455000000,3500000000,-,854.73,79.8
7578,2025/03,7510000000,4620000000,4620138000,1240179000,538204000,361268000,288.39,61.5
7581,2024/08,168136000000,110803000000,97492000000,84811000000,-,6000000000,2246.29,65.6
7585,2024/06,1782578000,649873000,639984000,898544000,100000000,644545000,170.5,36.5
7590,2025/01,23814678000,12756299000,11092874000,5446571000,4438304000,589033000,748.41,53
7593,2025/03,277900000000,80407000000,71244000000,59200000000,45586000000,25298000000,588.69,25.6
7595,2025/03,86490000000,59669000000,47264719000,44255076000,-,-,2684.06,66.1
7596,2025/03,23029000000,17947000000,17199171000,15121899000,-,21000000,1266.89,76.8
7599,2025/02,220041000000,80832000000,78931000000,73608000000,9577000000,60150000000,791,36.1
7600,2025/03,33667000000,24741000000,21179319000,15751719000,3142336000,109964000,937.15,73.3
7601,2025/02,3780000000,780000000,791039000,761448000,-,41288000,66.25,20.7
7602,2025/03,7072000000,4858000000,4595616000,2000152000,500000000,134968000,222.32,65.2
7603,2024/02,8375000000,2707000000,2707000000,-2210000000,-,-,175.08,32.3
7604,2024/04,25036456000,3277427000,2953977000,-180943000,4253000000,10806126000,405.39,13
7605,2024/10,37019927000,26256683000,26220382000,24319171000,-,-,1449.67,70.8
7606,2025/03,70142000000,37821000000,38122000000,37594000000,1028000000,-,1369.95,53.9
7607,2024/08,65600012000,41628345000,38469098000,36554566000,-,-,3097.5,63.2
7608,2025/02,6772000000,5576000000,5471186000,4551676000,-,-,666.15,82.3
7609,2024/12,73153331000,33003579000,30862498000,26113412000,348375000,-,2969.68,45.1
7610,2024/02,12409376000,5807530000,5777546000,3584467000,1300000000,1070898000,92.15,46.8
7611,2025/02,34439000000,25861000000,25792603000,24642659000,-,-,693.63,75.1
7613,2024/12,217484000000,101033000000,70145000000,68579000000,16386000000,16479000000,2132.94,46.2
7614,2025/01,22062000000,17237000000,17172397000,16014924000,-,407134000,2589.3,78.1
7615,2025/03,7276000000,1979000000,1979310000,1953927000,580530000,-,140.9,27.2
7616,2025/03,312226000000,87108000000,77537000000,-22922000000,33971000000,95345000000,729.54,24.8
7618,2023/03,36180000000,26591000000,26528000000,17700000000,-,2272000000,523.43,73.3
7619,2025/03,29566000000,14850000000,14709546000,13221352000,4030000000,-,1834.14,50.2
7621,2025/03,10901000000,4769000000,4734293000,1745891000,750000000,1493255000,849.86,43.7
7623,2024/04,11747931000,3360455000,3338962000,2471565000,3010000000,2074480000,1042.7,28.6
7624,2025/02,17226000000,12911000000,12858000000,8292000000,73000000,-,235.75,74.9
7625,2024/12,10234738000,5334447000,4824899000,2631921000,-,1931416000,510.36,51.9
7628,2025/03,48683000000,39653000000,31283114000,28323689000,-,-,3024.82,80.4
7630,2025/02,46585000000,32600000000,30665745000,27842249000,-,65306000,200.88,68.8
7634,2025/03,24590000000,18715000000,17507633000,17339833000,-,-,5900.59,74.9
7635,2025/03,38476000000,11639000000,11512000000,10409000000,-,2791000000,2169.22,30.2
7636,2024/06,26192000000,17864000000,17857000000,16134000000,2199000000,1735000000,1257.18,68.2
7637,2025/03,44745000000,23755000000,22790753000,21171423000,-,-,2094.5,53.1
7638,2025/03,27328000000,10672000000,10318957000,5791274000,5260108000,2526329000,571.8,36.4
7640,2024/10,15780360000,1617769000,1583851000,-2361594000,4500000000,1607793000,101.58,10
7643,2024/09,26200196000,16849008000,16847800000,13789315000,-,41983000,1490.09,64.3
7646,2024/09,38385000000,14388000000,14383000000,12674000000,-,5520000000,2083.87,37.5
7647,2024/03,6073563000,3129980000,3129980000,385534000,-,924708000,15.4,51.5
7649,2025/02,495116000000,250704000000,250620000000,231872000000,43069000000,2064000000,1385.37,50.6
7670,2025/03,45820000000,21539000000,15617000000,14326000000,2109000000,1600000000,2127.24,46.6
7671,2023/06,2821803000,2392509000,2392509000,2242977000,-,-,568.58,84.8
7673,2024/05,16027427000,7855692000,7840570000,6794340000,-,712456000,1473.17,49
7674,2025/01,4108000000,2273000000,2271036000,-41546000,44000000,499795000,928.2,55.3
7675,2024/12,122523000000,32699000000,28418000000,21956000000,-,-,3998.11,26.7
7676,2023/09,31895085000,-647090000,-678366000,-2711625000,15387324000,5498888000,-179.3,-2.1
7677,2025/03,25332000000,9373000000,8294886000,7441735000,-,-,3266.61,37
7678,2025/01,4355000000,3070000000,3070889000,1372643000,-,65760000,577.85,70.5
7679,2025/02,79976000000,37065000000,37066000000,34955000000,-,11013000000,1891.61,46.3
7681,2024/09,10659647000,5741300000,5499019000,4453871000,-,-,943.51,52.3
7682,2024/07,4272282000,1523652000,1523322000,263958000,-,1047174000,706.29,35.7
7683,2025/01,13134000000,10749000000,10457982000,7198746000,-,-,563.51,81.8
7685,2024/12,46376831000,12494611000,12159149000,8092166000,1000000000,20292602000,416.02,26.2
7686,2025/03,36059000000,4230000000,4081000000,567000000,6021000000,3081000000,147.26,11.7
7687,2025/03,2325000000,1393000000,1393000000,860000000,-,-,211.27,59.9
7689,2025/02,1272000000,1039000000,1039659000,249676000,-,-,350.9,81.7
7692,2024/07,2366283000,887829000,887829000,607150000,200000000,459817000,8.06,37.5
7694,2025/03,8609000000,2363000000,2360439000,863872000,700000000,2261010000,398.08,27.4
7695,2025/03,3975000000,1690000000,1683232000,912188000,230000000,221144000,708.76,42.3
7698,2025/03,17357000000,3839000000,3838592000,3158381000,-,2082090000,982.71,22.1
7699,2025/03,35776000000,12936000000,12924000000,-,-,-,613.74,36.1
7701,2025/03,672177000000,498066000000,447163000000,411717000000,1368000000,4000000,1723.87,74.1
7702,2025/03,81432000000,40927000000,34308000000,16723000000,5072000000,11793000000,1666.44,50.1
7705,2024/03,55567561000,40209053000,31352556000,28839443000,3276871000,3431035000,3279.13,60.5
7707,2024/06,6396535000,4142850000,4060490000,-1714079000,800000000,289673000,149.93,64.8
7709,2025/03,1735000000,202000000,275275000,-1594747000,90000000,91048000,14.69,11.7
7711,2024/09,7038865000,4219140000,3838286000,2719971000,190000000,-,765.04,59.9
7713,2024/05,20945112000,17142234000,15807248000,10725932000,230304000,204138000,2407.12,81.4
7715,2025/03,74406000000,44655000000,38105089000,29501029000,7483267000,1619250000,2291.89,58.8
7716,2024/12,158299542000,121199361000,108019625000,116593183000,13922565000,2975779000,1430.58,76.3
7717,2025/03,73201000000,33581000000,32384000000,29512000000,1295000000,14254000000,3544.79,45.8
7718,2024/12,92784638000,74431078000,61539049000,55127327000,2000000000,-,2327.02,79.8
7719,2025/02,3773000000,1624000000,1572000000,625416000,200000000,493402000,269.06,41.7
7721,2025/03,76497000000,41007000000,36180000000,29580000000,10417000000,9062000000,2460.12,52.8
7722,2025/03,20840000000,11601000000,10362686000,8829787000,970000000,1780258000,829.13,53.8
7723,2025/03,62720000000,46789000000,40278000000,36796000000,700000000,-,3041.66,74.6
7725,2024/05,13645787000,11036132000,10991188000,6861637000,440000000,306982000,1013.18,80.9
7726,2025/03,26159000000,11582000000,8787013000,5297988000,3418107000,2868909000,1993.22,43.5
7727,2025/03,24493000000,16320000000,11440700000,7506610000,1257175000,361443000,708.16,64.8
7729,2025/03,237952000000,176229000000,167850000000,141546000000,1300000000,13000000000,4305.5,73.2
7730,2024/08,57177000000,52330000000,47220000000,48124000000,-,-,531.17,91.5
7731,2025/03,1110514000000,639223000000,637977000000,513115000000,71413000000,122157000000,1940.15,57.4
7732,2025/03,249144000000,104840000000,83654000000,49143000000,42053000000,972000000,980.38,41.5
7733,2025/03,1432826000000,751733000000,751733000000,420967000000,94985000000,134117000000,666.54,52.5
7734,2025/03,92763000000,77504000000,71062084000,69283811000,995000000,850580000,1687.03,83.5
7735,2025/03,671287000000,420694000000,394468000000,348996000000,-,757000000,4398.45,62.7
7739,2024/12,141891000000,121741000000,115432000000,102281000000,-,-,2972.57,85.7
7740,2024/12,102184000000,82333000000,70778000000,62121000000,1852000000,369000000,1997.49,80.6
7741,2025/03,1234278000000,971629000000,974023000000,871357000000,-,-,2841.72,78.9
7743,2024/03,49574568000,17650588000,16440954000,8133900000,13498636000,4893883000,573.5,35
7744,2024/12,299368000000,222960000000,222246000000,172787000000,14407000000,19416000000,6225.28,74.2
7745,2025/03,69005000000,42797000000,43119000000,28831000000,10811000000,1267000000,1560.29,61.9
7746,2025/03,8680000000,1803000000,1648635000,289744000,1217515000,3382240000,77.48,20.8
7747,2024/06,191614000000,151961000000,131375000000,90742000000,5615000000,1087000000,556.71,78.9
7749,2025/03,52470000000,45156000000,44415748000,37340916000,-,-,3089.58,86.1
7751,2024/12,5766246000000,3645051000000,3380273000000,-,-,-,3580.83,58.6
7752,2025/03,2357118000000,1054750000000,1030107000000,472090000000,145691000000,294955000000,1809.9,43.7
7760,2024/09,19284000000,10217000000,10245000000,9625000000,2500000000,222000000,642.34,53
7762,2025/03,415552000000,264147000000,202688000000,137961000000,15180000000,37027000000,1049.41,61.6
7769,2025/03,45093000000,31308000000,24645000000,5020000000,-,2374000000,3792.98,69.4
7771,2025/03,5639000000,1470000000,1835274000,-2142841000,2034546000,820704000,66.73,26.1
7774,2025/03,6512000000,5825000000,5825035000,-1922179000,-,-,143.44,89.4
7775,2025/03,11181000000,7515000000,7484611000,8414446000,720000000,818390000,260.53,66.9
7776,2024/12,2433084000,2163204000,2152071000,-2466054000,-,132916000,62.1,88.5
7777,2024/04,5886282000,353307000,3862241000,-23764244000,300000000,-,-1.66,-2.3
7779,2025/03,48547000000,39593000000,39575000000,-801000000,22000000,15000000,187.44,81.5
7780,2025/03,187282000000,86154000000,76645000000,64479000000,25000000,19213000000,1122.53,45.5
7781,2024/06,12294242000,4466228000,4465739000,3680151000,80000000,1187000000,591.31,36.3
7782,2024/12,5496335000,2697242000,2537161000,2244249000,1150000000,682594000,421.25,49.1
7790,2024/12,4467924000,652383000,638510000,586510000,800000000,1736947000,572.27,14.6
7791,2025/03,11267000000,4508000000,4461821000,3000865000,2096000000,1600000000,1100.75,40
7792,2024/09,5432205000,4110278000,4112396000,3145669000,-,-,453.69,75.7
7793,2024/12,3022966000,1808567000,1808567000,1014754000,-,155004000,758.39,59.8
7794,2025/03,4377000000,3418000000,3417722000,-983645000,-,470180000,237.48,78
7795,2025/03,42270000000,17643000000,16528542000,10748252000,-,7859482000,403.94,41.7
7800,2024/09,3809110000,1883476000,2004746000,1835707000,300000000,300666000,623.96,49.4
7803,2024/06,50605556000,23271952000,20742249000,9826715000,-,7215095000,315.36,43.7
7804,2024/10,4136729000,3426229000,3426229000,2875692000,-,-,1493.83,82.8
7805,2024/08,7166930000,3784451000,3762960000,2510645000,465000000,755174000,781.9,52.7
7806,2024/09,58484000000,44524000000,45217000000,12533000000,-,-,1111.64,76
7807,2025/02,4888000000,3004000000,2733039000,2035185000,330000000,-,703.72,59.7
7808,2024/05,23532582000,10287639000,10167090000,9310278000,2818250000,3983501000,5561.57,43.7
7809,2024/06,12034943000,7215943000,7215943000,6640079000,300000000,1975600000,909.42,60
7810,2024/07,5218136000,1790610000,1792790000,295184000,670000000,1782528000,105.29,34.3
7811,2025/02,39974000000,20313000000,17828176000,14144242000,4209000000,2920677000,2165.73,48.3
7812,2024/06,19768571000,9228159000,6373831000,6087146000,2903562000,2163982000,2653.08,41.4
7813,2024/06,6274816000,3194896000,3112498000,2486643000,800000000,776416000,900.51,50.9
7814,2024/12,75103000000,15992000000,15206000000,12351000000,25000000000,10975000000,329.83,20.5
7815,2025/03,12525000000,2402000000,1500033000,2568763000,257039000,1864384000,596.12,12.3
7816,2023/12,34738000000,15816000000,13708000000,6231000000,10441000000,2244000000,409.43,44.6
7817,2025/03,183027000000,137284000000,131149000000,81085000000,-,-,2448.51,75
7818,2024/08,22320651000,18148572000,17584173000,14889019000,-,434606000,629.3,81.3
7819,2024/09,14427472000,6575518000,6100856000,5372114000,1300000000,2014500000,497.78,45.6
7820,2025/03,42309000000,31036000000,22137239000,21279552000,1823460000,192863000,1327.49,71.4
7821,2024/06,80243000000,62522000000,60737000000,46711000000,-,635000000,918.47,77.8
7822,2025/03,88714000000,41791000000,41239000000,37404000000,175000000,19857000000,1001.21,49.9
7823,2025/03,49678000000,27055000000,26009000000,19742000000,-,-,820.91,53.8
7826,2024/06,112721000000,60512000000,60178000000,38526000000,12700000000,5300000000,2455.3,53.5
7827,2024/10,12460028000,5407701000,5327090000,4092442000,-,3725820000,3062.52,43.4
7829,2024/02,13723000000,751000000,509000000,409000000,2170000000,1300000000,3.99,1.9
7831,2024/10,9293000000,3570000000,3206000000,-213000000,-,980000000,145.13,38.4
7832,2025/03,1102636000000,793216000000,678079000000,668802000000,-,-,1225.02,71.9
7833,2024/12,6866420000,5670239000,5641142000,4912923000,-,-,588.52,82.6
7836,2025/03,3183000000,1737000000,1729158000,-93860000,-,231200000,49.37,54.5
7837,2025/03,6485000000,2396000000,2396821000,1372333000,-,550582000,582.03,37
7839,2024/09,35085664000,29545793000,28609660000,29070594000,-,-,562.06,84.2
7840,2025/03,70888000000,40607000000,38213000000,35418000000,1540000000,4520000000,1175.02,57.2
7841,2024/12,26481886000,22201790000,17636194000,15442417000,100000000,75000000,2530.14,83.8
7844,2025/03,32903000000,26187000000,24891000000,14275000000,-,-,431.59,79.5
7846,2024/12,176701000000,141579000000,135620000000,136126000000,370000000,166000000,3628.72,79.1
7847,2025/02,6783000000,5042000000,5027967000,4262410000,372835000,303140000,777.54,74.3
7849,2024/12,11981204000,9766834000,9116358000,8040046000,-,-,2543.7,81.5
7850,2024/07,7671453000,2895582000,2513647000,1642420000,-,2306260000,954.08,37.3
7851,2025/03,3421000000,2389000000,2328192000,590697000,310000000,-,509.21,69.8
7856,2024/10,42583192000,29098898000,27711099000,25739619000,1826008000,3621146000,2088.91,68.1
7857,2024/03,18576984000,15550377000,14250144000,12218405000,-,216000000,3624.43,81.3
7859,2025/03,9689000000,8206000000,7564654000,3674743000,500000000,29308000,409.59,84.7
7860,2025/03,105960000000,51112000000,49149000000,43677000000,-,-,1182.32,47.3
7863,2025/03,7200000000,4142000000,3896302000,3616614000,400000000,151928000,1440.96,57.5
7864,2025/03,209822000000,145269000000,120574000000,119188000000,6000000000,2781000000,2707.94,69.2
7865,2025/01,2300000000,2128000000,2022978000,1655834000,-,-,486.51,92.5
7867,2025/03,165770000000,106398000000,81481000000,77781000000,-,700000000,1186.43,64.2
7868,2025/03,77257000000,47940000000,46968000000,36143000000,6400000000,11379000000,332.65,60.8
7870,2024/08,6901876000,5234329000,5144191000,4490669000,348400000,384400000,904.94,75.8
7871,2025/03,53237000000,37520000000,33572000000,30465000000,82000000,33000000,1855.34,68.7
7872,2025/03,29873000000,12238000000,11566000000,7289000000,-,5902000000,1136.71,39.9
7874,2025/03,89421000000,36047000000,30250000000,22714000000,-,40900000000,1060.43,38.5
7875,2025/03,31488000000,18345000000,16463000000,13057000000,730000000,737000000,2186.3,57.8
7877,2025/03,9851000000,7204000000,6192928000,3911855000,239000000,679389000,5498.73,73.1
7878,2025/01,3005000000,1455000000,1435977000,356417000,1065000000,-,972.61,48.4
7879,2024/11,74182000000,38922000000,31259830000,28705197000,7204636000,2497280000,2140.4,45.2
7883,2025/03,19711000000,11938000000,9751279000,8628121000,1530000000,-,763.34,60
7885,2025/03,38470000000,31906000000,30585375000,26468531000,-,82500000,2096.17,82.9
7886,2025/03,7534000000,1411000000,840166000,-1046385000,913696000,2167856000,1058.91,18.7
7887,2025/03,32485000000,24466000000,22938479000,19085887000,2061766000,2148392000,25222.54,75.1
7888,2024/05,74930000000,30479000000,26470000000,18433000000,6325000000,6719000000,981.21,39.9
7893,2025/03,38660000000,25019888000,24966000000,18390844000,350000000,-,978.71,64.6
7894,2025/02,18409000000,9414000000,8662850000,6072938000,698000000,1954354000,5907.81,50.9
7896,2025/03,10942000000,6313000000,6312000000,1408000000,-,1345000000,1414.3,57.7
7897,2025/03,13730000000,5823000000,5690304000,3350054000,1900000000,1987000000,205.4,42.4
7898,2025/03,102106000000,45614000000,35410000000,22619000000,19545000000,18384000000,4794.85,43.7
7899,2023/04,3930575000,3179597000,3548334000,1874529000,12000000,-,603.42,80.9
7901,2024/04,2836997000,1461118000,1424593000,-1178640000,100000000,-,1286.95,51.4
7902,2025/03,9525000000,8910000000,8706571000,7242560000,-,-,2466.68,93.5
7905,2023/03,185797000000,92318000000,74009000000,46089000000,11252000000,7500000000,3203.53,45
7906,2025/03,109551000000,69426000000,64643000000,57071000000,-,8272000000,809.91,63.2
7908,2025/03,23046000000,18836000000,17814000000,13509000000,-,-,417.64,81.7
7911,2025/03,2515087000000,1418608000000,1157629000000,1046962000000,312764000000,77672000000,4471.44,51.4
7912,2025/03,1917838000000,1208778000000,948481000000,824329000000,31747000000,24441000000,2514.77,59.2
7914,2025/03,126168000000,62913000000,53059000000,51110000000,156000000,4309000000,2233.63,49.8
7915,2024/12,250780000000,115521000000,114167000000,76831000000,16958000000,45338000000,2391.29,45.5
7916,2025/03,27715036000,17791894000,15828418000,5857768000,2610000000,-,5743.8,63.5
7917,2025/03,153926000000,100695000000,85322000000,74738000000,595000000,4074000000,4951.26,59.5
7918,2025/03,6365000000,1158000000,1154000000,-372000000,-,2277000000,25.29,18.1
7919,2025/03,10671000000,4627000000,4331164000,3003752000,330000000,1351000000,267.34,41.3
7921,2024/05,36194994000,28001475000,25550549000,19248769000,50000000,28188000,2130.24,76.4
7922,2025/03,11846000000,8775000000,8013744000,3829106000,830442000,203070000,1136.81,74.1
7923,2025/03,20462000000,10979000000,8949185000,4514850000,350000000,2736100000,2170.21,53.4
7925,2025/03,49901000000,41513000000,38175000000,29434000000,330000000,-,2790.37,83
7927,2025/03,31027000000,19309000000,15754780000,11905044000,3370000000,2316694000,2614.35,59.2
7928,2024/08,6954439000,5534267000,4142741000,3110989000,-,-,1769.4,79.6
7931,2025/03,66549000000,53414000000,51857000000,54691000000,40000000,81000000,3263.6,79.2
7932,2025/03,70172000000,40569000000,29760000000,23466000000,949000000,6060000000,13852.86,56.8
7936,2024/12,518994000000,234940000000,191899000000,196805000000,2500000000,-,325.58,44.9
7937,2025/03,69637000000,67800000000,67788000000,38991000000,-,-,4338.66,97.4
7938,2025/03,26258000000,12746000000,9933000000,4131000000,6292000000,2801000000,4064.77,48.5
7939,2025/03,5554000000,3266000000,3251581000,2401928000,550000000,341394000,863.56,58.8
7940,2025/03,29186000000,16702000000,16081147000,15026557000,300000000,3781020000,1968.36,56.9
7942,2025/03,153936000000,105855000000,88656000000,72492000000,7566000000,8940000000,3855.19,65.6
7943,2025/03,177455000000,124157000000,107361000000,98008000000,1185000000,11641000000,3659.64,70.2
7944,2024/12,81586000000,46682000000,36337000000,28300000000,5300000000,10832000000,1677.19,56.8
7946,2025/03,3181000000,1788000000,1788545000,707031000,-,348158000,3365.54,56.2
7947,2025/03,292226000000,154114000000,151221000000,130911000000,14752000000,46191000000,1897.67,52.5
7949,2025/03,46756000000,37790000000,37701000000,33776000000,-,-,2153.77,80.8
7950,2025/03,17971000000,15749000000,15353535000,11115438000,-,-,20201.05,87.6
7951,2025/03,591278000000,450113000000,448834000000,438454000000,-,-,990.62,75.9
7952,2025/03,73991000000,44541000000,36997000000,29556000000,5562000000,2884000000,5179.54,60.2
7953,2025/03,16206000000,9667000000,9098048000,5526748000,700000000,781448000,755.35,58.7
7955,2025/03,90485000000,57097000000,55167000000,30609000000,1500000000,1840000000,1583.14,63.1
7956,2024/12,108308000000,84607000000,67145000000,58303000000,-,-,678.51,74.9
7957,2024/12,16442619000,10565957000,9760076000,2394371000,-,1507843000,6902.78,64.3
7958,2025/03,110739000000,84462000000,66654810000,43859580000,-,-,4237.46,76.3
7961,2023/03,11836000000,8980000000,8974000000,4510000000,-,-,2166.78,75.9
7962,2024/06,35025032000,24301342000,22283979000,21562202000,3530000000,1738288000,861.9,69.1
7963,2024/12,20866352000,13035775000,12673050000,11723059000,805000000,2686000000,2635.81,62.5
7965,2024/11,114769000000,87305000000,77685000000,73555000000,-,-,1318.09,75.3
7966,2024/03,333642000000,232984000000,203283000000,170796000000,1400000000,5888000000,3394.91,69.6
7970,2025/03,152988000000,123154000000,110234000000,90495000000,-,-,1525.84,80.2
7971,2025/03,94063000000,48377000000,42492000000,31482000000,4050000000,5730000000,824.88,51.1
7972,2024/12,120521000000,49342000000,47155000000,36189000000,21279000000,6505000000,1001.12,40.9
7974,2025/03,3398515000000,2725446000000,2486746000000,2732509000000,-,-,2339.99,80.2
7975,2025/02,13432000000,10637000000,9509650000,6669360000,-,195000000,3135.12,79.2
7976,2024/12,176881000000,130708000000,107909000000,104604000000,1736000000,9887000000,2320.41,72.6
7979,2025/03,49994000000,42736000000,35777000000,23896000000,-,-,1198.33,85.2
7980,2025/03,18045000000,8565000000,7338390000,6552777000,3000000000,1290000000,1204.45,47.5
7981,2025/03,276914000000,194509000000,185036000000,127961000000,6750000000,-,2892.63,70.2
7983,2024/10,22619854000,13320388000,11819185000,10434275000,1100000000,3980000000,4515.68,58.9
7984,2024/12,362959000000,264062000000,246190000000,216230000000,3955000000,101000000,2299.39,71.8
7985,2025/03,6024000000,2332000000,2267507000,1524544000,1500000000,199746000,2436.53,38.7
7986,2024/12,6205000000,4353340000,4188039000,3287054000,-,-,2722.25,69
7987,2025/03,56584000000,29377000000,27003000000,12068000000,5308000000,8270000000,1045.57,50.8
7988,2025/03,379816000000,278725000000,242168000000,253466000000,199000000,225000000,2888.36,72.4
7989,2024/12,63842765000,52988715000,51659732000,40117963000,-,-,2636.03,83
7990,2025/03,113957000000,61268000000,48689000000,45338000000,13174000000,14609000000,2654.31,53.5
7991,2025/03,40626000000,25120000000,23005853000,17430249000,305000000,4804009000,2426.55,61.7
7992,2024/12,4763000000,1264784000,699507000,-6955132000,1100000000,174974000,42.42,26.4
7994,2025/03,289144000000,186795000000,166640000000,138933000000,6171000000,17816000000,1956.32,64
7995,2025/03,77823000000,50521000000,46256000000,29446000000,4952000000,6662000000,2869.18,64.9
7997,2024/11,8058823000,4580097000,4002396000,1161963000,300000000,287441000,2686.13,56.8
7999,2025/03,29956000000,24604000000,24249000000,12259000000,-,-,5174.14,79
8001,2024/03,14489701000000,5992121000000,5426962000000,5032035000000,727966000000,2629642000000,3771.77,37.5
